id_movie,budget,original_language,popularity,release_date,revenue,runtime,status,vote_average,vote_count,return,release_year
687,11000000,en,6.891317,1995-12-29,39363635,122.0,Released,7.3,350,3.58,1995
139405,0,en,0.114469,1995-10-20,0,51.0,Released,3.5,2,0.0,1995
33689,0,en,7.777735,1995-11-17,0,101.0,Released,6.1,149,0.0,1995
9603,12000000,en,9.882383,1995-07-19,0,97.0,Released,6.9,828,0.0,1995
34615,0,en,0.894647,1995-12-15,676525,106.0,Released,6.7,13,0.0,1995
31174,0,en,4.561387,1995-12-29,0,104.0,Released,6.9,50,0.0,1995
11443,10000000,en,9.87957,1995-10-06,0,119.0,Released,6.6,80,0.0,1995
35196,19000000,en,10.979269,1995-12-29,0,117.0,Released,6.3,30,0.0,1995
9312,18000000,en,10.870138,1995-08-18,122195920,101.0,Released,5.4,452,6.79,1995
577,20000000,en,10.448481,1995-05-20,21284514,106.0,Released,6.7,177,1.06,1995
11861,10000000,en,4.485958,1995-10-06,23574130,116.0,Released,6.5,38,2.36,1995
807,33000000,en,18.45743,1995-09-22,327311859,127.0,Released,8.1,5915,9.92,1995
10530,55000000,en,13.280069,1995-06-14,346079773,81.0,Released,6.7,1509,6.29,1995
8391,0,en,3.302524,1995-05-05,0,96.0,Released,5.9,10,0.0,1995
629,6000000,en,16.302466,1995-07-19,23341568,106.0,Released,8.1,3334,3.89,1995
117164,0,en,0.595949,1994-11-22,0,93.0,Released,6.3,3,0.0,1994
11448,15000000,en,15.899134,1995-09-13,6700000,95.0,Released,6.7,145,0.45,1995
49133,0,it,1.361286,1994-01-01,0,116.0,Released,7.7,11,0.0,1994
26441,0,en,5.982764,1995-09-29,0,100.0,Released,5.2,41,0.0,1995
97406,0,en,4.093443,1995-05-19,0,115.0,Released,6.1,15,0.0,1995
124057,0,en,0.307075,1997-07-08,0,89.0,Released,3.0,1,0.0,1997
9089,0,en,8.416802,1995-11-02,17519169,103.0,Released,6.3,39,0.0,1995
11010,0,it,10.168437,1994-09-22,0,108.0,Released,7.6,181,0.0,1994
99040,0,fr,0.120789,1995-09-29,0,100.0,Released,6.5,2,0.0,1995
11359,45000000,en,10.673296,1995-07-14,0,96.0,Released,5.9,136,0.0,1995
17182,20000000,en,4.733526,1996-01-12,0,101.0,Released,5.8,65,0.0,1996
2054,0,en,7.137117,1995-12-29,106269971,137.0,Released,6.9,115,0.0,1995
10607,0,en,11.700115,1996-01-12,0,89.0,Released,6.2,192,0.0,1996
19760,0,en,2.174487,1996-01-12,0,96.0,Released,4.5,14,0.0,1996
9536,15000000,en,6.387469,1996-01-12,0,88.0,Released,4.4,110,0.0,1996
11525,0,en,2.49535,1996-01-12,2409225,92.0,Released,2.8,32,0.0,1996
40628,0,en,4.046208,1995-10-22,0,85.0,Released,5.4,11,0.0,1995
4482,0,fr,2.518051,1995-02-08,0,95.0,Released,6.0,43,0.0,1995
10634,3500000,en,14.56965,1995-04-26,28215918,91.0,Released,7.0,513,8.06,1995
755,19000000,en,15.339153,1996-01-19,25836616,108.0,Released,6.9,1644,1.36,1996
11859,50000000,en,5.912223,1995-11-03,11534477,91.0,Released,4.1,54,0.23,1995
28387,0,en,3.367276,1995-10-06,718490,96.0,Released,7.0,36,0.0,1995
48750,0,fr,1.479446,1995-03-22,0,175.0,Released,6.6,8,0.0,1995
20927,0,en,10.412194,1996-01-26,19030691,87.0,Released,5.1,27,0.0,1996
36929,15000000,en,2.936443,1996-01-26,2042530,90.0,Released,3.9,16,0.14,1996
9102,20000000,en,12.758848,1995-09-08,5781885,108.0,Released,6.1,154,0.29,1995
124626,0,en,0.133893,1995-02-18,0,70.0,Released,7.3,3,0.0,1995
27526,0,en,5.756462,1995-11-15,0,111.0,Released,6.1,74,0.0,1995
9623,44000000,en,6.010579,1996-02-02,0,118.0,Released,5.5,91,0.0,1996
46785,0,fa,1.196256,1995-01-01,0,85.0,Released,7.5,20,0.0,1995
400,8000000,en,4.486179,1995-12-01,529766,116.0,Released,6.7,87,0.07,1995
880,900000,nl,2.030174,1995-09-12,0,102.0,Released,7.2,26,0.0,1995
146599,0,en,0.252287,1996-01-26,0,115.0,Released,4.5,2,0.0,1996
188588,0,en,0.531159,1995-11-22,0,108.0,Released,0.0,0,0.0,1995
8447,0,en,2.15166,1995-09-10,0,118.0,Released,6.3,17,0.0,1995
10534,38000000,en,9.568604,1996-02-02,10300000,129.0,Released,6.3,86,0.27,1996
17414,16000000,en,4.814825,1996-01-12,0,88.0,Released,5.1,59,0.0,1996
13997,0,en,8.963037,1996-02-01,32,87.0,Released,6.0,124,0.0,1996
2086,8169363,en,6.848591,1995-11-22,8175346,90.0,Released,6.1,190,1.0,1995
61548,0,en,0.411424,1995-09-14,0,91.0,Released,6.7,3,0.0,1995
9095,47000000,en,12.866139,1996-02-23,12379402,104.0,Released,5.7,77,0.26,1996
12158,14000000,en,9.071127,1995-10-26,19800000,100.0,Released,4.5,113,1.41,1995
9283,0,en,4.670562,1996-02-09,0,112.0,Released,6.6,103,0.0,1996
9208,50000000,en,14.957626,1996-02-09,150270147,108.0,Released,5.7,459,3.01,1996
40154,0,en,0.513391,1995-12-01,0,99.0,Released,7.5,6,0.0,1995
406,3000000,fr,12.108196,1995-05-31,0,98.0,Released,7.9,695,0.0,1995
45549,0,en,2.657647,1994-12-06,0,105.0,Released,5.6,13,0.0,1994
63076,0,en,0.638211,1995-12-27,0,106.0,Released,6.8,4,0.0,1995
11062,0,en,4.807223,1996-02-16,0,111.0,Released,6.0,67,0.0,1996
13685,7000000,en,6.904831,1996-02-21,560069,91.0,Released,6.8,285,0.08,1996
47475,0,en,3.329264,1996-02-16,0,96.0,Released,3.3,16,0.0,1996
2045,18000000,en,2.464425,1996-02-23,0,106.0,Released,5.3,22,0.0,1996
9614,12000000,en,9.592265,1996-02-16,41205099,92.0,Released,6.5,767,3.43,1996
688,24000000,en,5.951077,1995-05-28,182016617,135.0,Released,7.3,397,7.58,1995
11907,0,de,1.015068,1994-11-07,0,104.0,Released,5.1,5,0.0,1994
10874,0,en,6.902423,1996-02-16,34327391,100.0,Released,6.5,93,0.0,1996
89333,0,en,0.976707,1995-12-08,0,95.0,Released,7.0,2,0.0,1995
96357,0,en,0.001346,1995-05-20,0,110.0,Released,0.0,0,0.0,1995
197,72000000,en,20.755149,1995-05-24,210000000,177.0,Released,7.7,3404,2.92,1995
103,1300000,en,14.092713,1976-02-07,28262574,114.0,Released,8.1,2632,21.74,1976
33542,7500000,cn,12.314278,1995-01-30,32392047,91.0,Released,6.5,245,4.32,1995
43566,35000000,en,2.938293,1996-02-23,0,108.0,Released,5.8,37,0.0,1996
71754,0,en,0.372697,1995-09-13,0,114.0,Released,7.5,2,0.0,1995
43612,13365000,en,1.254885,1995-01-31,0,106.0,Released,7.0,23,0.0,1995
51352,0,en,0.243986,1995-06-08,1,117.0,Released,7.3,4,0.0,1995
16934,0,en,6.178497,1995-01-20,0,99.0,Released,6.9,19,0.0,1995
10324,0,en,2.891918,1996-03-08,0,92.0,Released,5.4,11,0.0,1996
78406,25000000,en,1.522412,1995-09-29,6278139,113.0,Released,5.1,7,0.25,1995
55731,0,en,1.317878,1996-03-22,0,100.0,Released,5.2,21,0.0,1996
32119,0,en,0.86539,1992-12-06,0,90.0,Released,7.0,7,0.0,1992
11066,40000000,en,6.506983,1992-06-30,70100000,117.0,Released,5.4,139,1.75,1992
11104,0,cn,6.778979,1994-07-14,0,102.0,Released,7.9,249,0.0,1994
37975,0,it,1.702639,1995-09-21,0,113.0,Released,6.8,29,0.0,1995
2074,7000000,en,5.579088,1996-03-22,14702438,92.0,Released,6.3,66,2.1,1996
27793,17000000,en,6.252377,1994-10-26,0,95.0,Released,4.4,105,0.0,1994
44284,0,ar,0.406754,1994-09-30,0,116.0,Released,4.3,3,0.0,1994
290157,0,en,0.001178,1995-01-01,0,87.0,Released,0.0,0,0.0,1995
110972,0,en,0.699066,1996-02-09,0,95.0,Released,7.0,2,0.0,1996
32622,0,en,2.197439,1995-01-01,0,99.0,Released,5.6,9,0.0,1995
73067,0,it,0.637554,1995-11-22,0,101.0,Released,5.4,4,0.0,1995
11863,50000000,en,11.418917,1995-10-13,9851610,95.0,Released,5.1,45,0.2,1995
55475,0,es,0.291021,1995-08-16,0,102.0,Released,5.5,1,0.0,1995
124636,0,en,0.001838,1995-08-01,0,87.0,Released,0.0,0,0.0,1995
9101,0,en,5.184977,1996-03-01,0,92.0,Released,5.6,110,0.0,1996
123360,0,en,0.276401,1995-09-08,0,97.0,Released,6.5,2,0.0,1995
5757,0,en,0.540436,1995-09-15,209935,86.0,Released,3.8,2,0.0,1995
39428,0,en,0.370342,1995-08-23,0,91.0,Released,7.2,5,0.0,1995
124639,0,en,0.001205,1995-08-01,0,122.0,Released,0.0,0,0.0,1995
9302,60000000,en,3.402749,1996-03-01,0,119.0,Released,5.9,51,0.0,1996
11000,31000000,en,6.49968,1996-03-08,185260553,117.0,Released,6.7,303,5.98,1996
249882,0,en,0.918504,1995-10-12,0,125.0,Released,7.0,2,0.0,1995
16388,0,en,2.039196,1995-08-09,0,98.0,Released,6.3,23,0.0,1995
9737,19000000,en,9.262184,1995-04-07,141407024,118.0,Released,6.5,1729,7.44,1995
30765,0,en,2.375865,1995-08-25,0,81.0,Released,5.0,31,0.0,1995
10474,0,en,7.415144,1995-04-21,0,102.0,Released,7.2,472,0.0,1995
22279,4000000,en,0.922958,1995-07-21,851545,113.0,Released,6.0,11,0.21,1995
30157,0,en,1.759012,1994-08-05,0,105.0,Released,6.5,21,0.0,1994
568,52000000,en,18.761467,1995-06-30,355237933,140.0,Released,7.3,1637,6.83,1995
11780,28000000,en,10.193549,1995-04-13,31596911,139.0,Released,6.5,151,1.13,1995
34996,0,en,3.137285,1995-01-10,0,82.0,Released,6.4,46,0.0,1995
414,100000000,en,13.321354,1995-06-16,336529144,121.0,Released,5.2,1529,3.37,1995
649,0,fr,10.142662,1967-05-24,0,101.0,Released,7.3,163,0.0,1967
1873,0,en,2.04189,1995-05-24,0,100.0,Released,6.4,21,0.0,1995
5894,2000000,en,11.528147,1995-09-15,1275000,83.0,Released,6.8,28,0.64,1995
1775,11000000,en,5.391556,1995-06-08,178104,91.0,Released,5.9,57,0.02,1995
8839,50000000,en,12.812539,1995-05-26,287928194,100.0,Released,6.0,1045,5.76,1995
20649,25000000,en,4.558992,1995-09-15,13071518,128.0,Released,6.8,69,0.52,1995
10329,50000000,en,7.260574,1995-06-09,152022101,109.0,Released,5.0,214,3.04,1995
8963,53000000,en,8.657365,1995-05-12,157387195,116.0,Released,7.0,508,2.97,1995
26564,0,en,3.620388,1994-09-10,3174695,119.0,Released,7.6,71,0.0,1994
8068,7000000,en,6.950458,1995-08-25,25405445,104.0,Released,6.8,898,3.63,1995
8512,27000000,en,4.646132,1995-09-15,16140822,102.0,Released,6.3,88,0.6,1995
1572,90000000,en,15.138855,1995-05-19,366101666,128.0,Released,6.9,2094,4.07,1995
13552,0,en,7.120806,1995-10-27,0,80.0,Released,5.6,57,0.0,1995
259209,0,en,0.523575,1995-10-12,0,116.0,Released,0.0,0,0.0,1995
6520,55000000,en,15.178338,1995-07-07,127600435,134.0,Released,5.9,319,2.32,1995
9073,0,en,7.575098,1995-07-19,0,95.0,Released,5.5,130,0.0,1995
10428,20000000,en,14.810519,1995-09-14,7563728,107.0,Released,6.2,406,0.38,1995
17447,0,en,3.196456,1995-08-18,0,92.0,Released,6.5,19,0.0,1995
9886,25000000,en,11.715868,1995-05-26,19075720,97.0,Released,5.5,380,0.76,1995
9482,90000000,en,8.184815,1995-06-30,113493481,96.0,Released,5.4,643,1.26,1995
19326,0,en,3.676921,1995-04-12,17014653,88.0,Released,4.0,34,0.0,1995
9344,1500000,en,4.877872,1995-07-28,7412216,91.0,Released,6.8,280,4.94,1995
9071,500000,en,10.058329,1995-01-20,1148752,89.0,Released,7.2,64,2.3,1995
8973,0,en,4.102409,1995-08-25,0,119.0,Released,5.9,87,0.0,1995
15730,0,en,0.354014,1993-05-20,0,100.0,Released,7.0,7,0.0,1993
47608,0,en,2.624771,1995-05-26,15453274,95.0,Released,5.5,27,0.0,1995
2293,6000000,en,8.25547,1995-10-20,2122561,94.0,Released,6.8,400,0.35,1995
9070,15000000,en,7.024227,1995-06-30,66000000,92.0,Released,5.2,153,4.4,1995
68274,0,en,1.01115,1995-09-29,0,100.0,Released,5.6,10,0.0,1995
48787,2,en,2.466066,1995-09-28,1,95.0,Released,6.4,36,0.5,1995
34574,0,en,7.720056,1994-09-13,0,93.0,Released,5.9,12,0.0,1994
1642,22000000,en,13.304342,1995-07-28,110627965,114.0,Released,5.6,359,5.03,1995
11472,0,en,8.482834,1995-07-12,69660733,103.0,Released,5.5,171,0.0,1995
36196,150000,en,1.165039,1995-06-09,472370,94.0,Released,5.8,14,3.15,1995
11980,8,en,10.187623,1995-09-01,16,98.0,Released,6.4,139,2.0,1995
58372,0,en,0.119713,1995-11-17,0,91.0,Released,10.0,1,0.0,1995
32646,0,en,8.180047,1995-06-23,0,119.0,Released,7.2,62,0.0,1995
10533,50000000,en,6.752119,1995-10-13,10382407,135.0,Released,5.5,111,0.21,1995
56088,0,en,0.159596,1995-08-25,0,93.0,,5.3,2,0.0,1995
10802,45000000,en,17.502375,1995-09-22,20350754,128.0,Released,4.9,261,0.45,1995
10149,7000000,en,5.552946,1995-06-09,8349430,112.0,Released,7.2,115,1.19,1995
18402,0,en,3.743212,1995-08-04,50892160,106.0,Released,5.7,60,0.0,1995
9348,35000000,en,13.492845,1995-07-07,113374103,108.0,Released,5.5,457,3.24,1995
139408,0,en,0.913522,1995-09-15,0,109.0,Released,6.6,6,0.0,1995
281,42000000,en,11.223055,1995-10-13,7959291,145.0,Released,6.8,334,0.19,1995
5967,0,fr,8.133881,1964-02-19,0,91.0,Released,7.6,119,0.0,1964
79593,14000000,en,1.820419,1995-09-08,5780000,99.0,Released,4.6,9,0.41,1995
47939,0,en,11.002046,1995-10-27,7025496,115.0,Released,6.1,18,0.0,1995
36834,0,en,4.546552,1995-11-02,339889,111.0,Released,6.5,112,0.0,1995
9090,0,en,7.653446,1995-09-07,47774193,105.0,Released,6.3,117,0.0,1995
3512,60000000,en,7.490247,1995-07-13,104324083,100.0,Released,5.6,217,1.74,1995
52856,0,en,2.881689,1995-09-15,0,93.0,Released,6.4,9,0.0,1995
77350,0,en,0.786023,1995-08-11,0,73.0,Released,6.0,6,0.0,1995
9560,20000000,en,9.715639,1995-08-11,50012507,103.0,Released,6.5,168,2.5,1995
9804,175000000,en,16.885184,1995-07-28,264218220,135.0,Released,5.9,1017,1.51,1995
31611,8000000,en,1.834099,1995-12-01,0,89.0,Released,5.1,25,0.0,1995
65796,30000000,en,8.922139,1995-12-01,0,98.0,Released,5.9,27,0.0,1995
49805,0,en,3.727644,1994-10-12,0,97.0,Released,6.0,11,0.0,1994
26258,0,en,3.287036,1995-08-04,0,90.0,Released,4.9,29,0.0,1995
50797,2800000,ru,2.486073,1994-05-01,2616503,135.0,Released,6.7,35,0.93,1994
19155,0,en,3.525649,1994-06-09,763847,113.0,Released,7.7,45,0.0,1994
76,2500000,en,11.304979,1995-01-27,5535405,105.0,Released,7.7,984,2.21,1995
11017,10000000,en,6.638116,1995-02-10,26488734,89.0,Released,6.2,464,2.65,1995
37141,0,en,2.761837,1995-10-17,0,90.0,Released,4.7,27,0.0,1995
9382,21000000,en,3.030309,1995-02-03,23450000,115.0,Released,6.3,48,1.12,1995
6715,0,en,2.686342,1995-04-21,0,97.0,Released,7.2,58,0.0,1995
18256,0,en,2.26977,1995-08-04,0,95.0,Released,5.8,40,0.0,1995
22625,0,en,2.605521,1995-03-16,0,103.0,Released,6.5,30,0.0,1995
2292,27000,en,10.513367,1994-09-13,3151130,92.0,Released,7.4,769,116.71,1994
1909,25000000,en,7.438934,1994-10-01,22200000,97.0,Released,6.3,184,0.89,1994
8984,55000000,en,11.812244,1994-12-09,214015089,123.0,Released,5.9,217,3.89,1994
61813,0,en,0.155859,1995-01-01,0,0.0,Released,2.5,1,0.0,1995
4954,45000000,en,9.579155,1994-12-08,0,101.0,Released,5.1,91,0.0,1994
62488,0,it,0.710671,1995-04-28,0,0.0,Released,5.3,9,0.0,1995
10531,0,en,5.484156,1994-05-04,0,103.0,Released,7.1,92,0.0,1994
11929,0,en,5.8025,1995-03-24,0,132.0,Released,7.1,183,0.0,1995
8467,16000000,en,9.844558,1994-12-16,247275374,107.0,Released,6.5,1894,15.45,1994
10451,0,zh,4.860016,1994-08-03,7294403,123.0,Released,7.5,76,0.0,1994
20156,0,en,5.378467,1994-09-24,0,103.0,Released,6.5,64,0.0,1994
18395,0,en,4.322726,1994-10-14,6841570,113.0,Released,4.3,28,0.0,1994
522,18000000,en,11.720358,1994-09-27,5887457,127.0,Released,7.3,639,0.33,1994
397,0,en,9.146544,1995-05-05,0,111.0,Released,6.2,179,0.0,1995
10525,0,en,16.236745,1995-05-19,0,101.0,Released,6.1,38,0.0,1995
27985,0,en,2.657337,1995-01-13,0,87.0,Released,5.6,27,0.0,1995
15789,0,en,10.177977,1995-04-07,35348597,78.0,Released,6.7,404,0.0,1995
27303,15000000,en,8.182165,1995-03-03,12201255,103.0,Released,5.0,24,0.81,1995
21183,0,en,4.953936,1995-06-02,0,96.0,Released,6.6,48,0.0,1995
10954,0,fr,8.935058,1994-12-07,0,111.0,Released,5.9,20,0.0,1994
47867,0,en,0.398924,1995-05-12,3992809,90.0,Released,3.0,4,0.0,1995
43475,0,en,0.090452,1995-12-01,0,77.0,Released,5.0,2,0.0,1995
72031,0,en,1.012197,1994-09-16,0,109.0,Released,5.4,9,0.0,1994
14275,700000,en,9.47666,1994-09-12,7830611,171.0,Released,7.7,91,11.19,1994
1024,5000000,en,9.438042,1994-09-02,3049135,99.0,Released,6.9,299,0.61,1994
17207,10500000,en,2.688562,1995-01-06,26325256,113.0,Released,6.0,17,2.51,1995
13701,120,en,7.983666,1994-12-16,0,121.0,Released,6.9,90,0.0,1994
14819,0,en,9.546707,1995-02-17,17689177,100.0,Released,6.0,97,0.0,1995
32631,0,en,2.756986,1995-02-24,0,106.0,Released,6.0,25,0.0,1995
11777,25000000,en,5.146352,1994-12-24,0,100.0,Released,5.9,112,0.0,1994
628,60000000,en,11.970205,1994-11-11,223664608,123.0,Released,7.2,1558,3.73,1994
87729,14000000,en,1.596058,1995-03-31,2474000,139.0,Released,5.2,10,0.18,1995
18713,0,en,0.748846,1995-02-03,0,82.0,Released,4.8,10,0.0,1995
6280,60000000,en,6.710215,1994-11-22,37000000,109.0,Released,4.7,381,0.62,1994
9061,0,en,9.195256,1995-02-17,0,102.0,Released,6.0,124,0.0,1995
37108,0,en,5.874511,1995-08-11,0,89.0,Released,4.3,40,0.0,1995
6071,40000000,en,7.797512,1995-04-21,0,101.0,Released,5.7,83,0.0,1995
11,11000000,en,42.149697,1977-05-25,775398007,121.0,Released,8.1,6778,70.49,1977
9587,18000000,en,9.774994,1994-12-21,0,115.0,Released,7.0,222,0.0,1994
19101,17000000,en,7.731725,1995-05-10,0,97.0,Released,7.4,207,0.0,1995
49980,0,en,0.84508,1994-02-18,0,101.0,Released,7.4,14,0.0,1994
17961,10000000,fr,1.948315,1994-02-16,0,100.0,Released,6.6,22,0.0,1994
18183,2000000,es,4.126083,1992-04-16,21665468,105.0,Released,6.6,70,10.83,1992
4476,30000000,en,12.199047,1994-12-16,160638883,133.0,Released,7.2,636,5.35,1994
11008,0,en,9.253362,1995-03-24,0,95.0,Released,6.1,164,0.0,1995
47504,0,en,1.861292,1994-10-27,0,98.0,Released,6.4,31,0.0,1994
32325,0,en,1.788829,1994-06-08,0,92.0,Released,5.7,9,0.0,1994
43742,60000000,en,3.290192,1994-10-21,0,108.0,Released,4.3,11,0.0,1994
28313,17000000,en,7.698526,1995-03-17,7603766,106.0,Released,6.4,28,0.45,1995
11318,0,en,4.81307,1994-12-28,0,107.0,Released,6.7,67,0.0,1994
3036,45000000,en,14.287753,1994-11-04,112006296,123.0,Released,6.1,272,2.49,1994
40490,0,en,2.558118,1995-03-03,0,96.0,Released,5.1,40,0.0,1995
24070,15000000,en,2.899608,1994-12-21,0,97.0,Released,5.2,37,0.0,1994
8986,0,en,3.770115,1994-08-31,18137661,108.0,Released,5.6,49,0.0,1994
10510,0,en,5.831622,1994-11-18,46264384,114.0,Released,6.4,199,0.0,1994
17402,6,en,1.137266,1995-01-27,5,95.0,Released,5.6,7,0.83,1995
38722,5500000,en,3.121288,1995-05-03,0,128.0,Released,7.0,11,0.0,1995
8438,0,en,9.518564,1995-01-20,17381942,122.0,Released,6.9,140,0.0,1995
11593,0,en,2.891269,1994-12-23,0,110.0,Released,7.0,56,0.0,1994
1945,31000000,en,5.930957,1994-12-23,106683817,112.0,Released,6.1,128,3.44,1994
39310,0,en,0.629955,1995-04-19,0,98.0,Released,6.9,7,0.0,1995
109560,0,en,0.004537,1993-08-14,0,93.0,Released,0.0,0,0.0,1993
56428,4800000,en,0.426952,1994-04-22,0,89.0,Released,4.0,4,0.0,1994
63105,0,en,1.466491,1995-09-26,0,83.0,Released,4.6,10,0.0,1995
131957,0,en,0.769522,1995-03-03,0,100.0,Released,7.4,4,0.0,1995
241,34000000,en,11.226856,1994-08-25,50282766,119.0,Released,6.9,927,1.48,1994
9058,0,en,4.936761,1994-09-17,0,115.0,Released,6.4,92,0.0,1994
527,0,en,4.025276,1994-09-02,2201126,99.0,Released,7.6,106,0.0,1994
18220,0,en,6.448039,1996-01-16,0,106.0,Released,4.6,32,0.0,1996
6950,50000000,en,13.676444,1995-03-10,189859560,127.0,Released,6.4,522,3.8,1995
101,16000000,fr,20.477329,1994-09-14,45284974,110.0,Released,8.2,4293,2.83,1994
63020,11000000,en,1.433544,1995-05-12,2832826,113.0,Released,6.6,9,0.26,1995
2307,0,en,0.463307,1995-04-28,0,94.0,Released,7.0,2,0.0,1995
680,8000000,en,140.950236,1994-09-10,213928762,154.0,Released,8.3,8670,26.74,1994
41478,0,en,7.160149,1995-11-10,6834525,124.0,Released,6.4,6,0.0,1995
25296,400000,zh,1.638622,1992-02-01,152322,105.0,Released,6.1,9,0.38,1992
40156,0,en,1.881932,1994-01-01,4176932,98.0,Released,6.4,32,0.0,1994
11450,0,en,7.772505,1994-09-16,0,133.0,Released,7.1,262,0.0,1994
30304,0,en,1.296912,1995-05-05,0,94.0,Released,7.4,5,0.0,1995
10452,0,fr,4.405405,1994-05-13,0,162.0,Released,7.0,67,0.0,1994
12106,32000000,en,7.54701,1995-02-09,18552460,107.0,Released,6.2,431,0.58,1995
161495,22000000,sv,3.395867,1995-03-01,12400000,108.0,Released,6.4,7,0.56,1995
3586,15000000,en,6.259433,1994-12-23,11300653,133.0,Released,5.3,33,0.75,1994
110,0,fr,7.832755,1994-05-27,0,99.0,Released,7.8,246,0.0,1994
108,0,fr,8.843517,1993-01-10,0,98.0,Released,7.7,311,0.0,1993
109,0,fr,6.5898,1994-01-26,0,91.0,Released,7.3,218,0.0,1994
159185,0,zh,0.078257,1994-10-14,0,111.0,Released,7.0,2,0.0,1994
36357,0,en,1.155255,1995-01-01,0,85.0,Released,5.1,15,0.0,1995
92769,0,en,0.499601,1995-10-03,0,90.0,Released,4.7,3,0.0,1995
28033,0,en,1.390885,1995-04-12,0,95.0,Released,5.0,6,0.0,1995
22586,35000000,en,8.910462,1994-11-18,9771658,89.0,Released,6.5,251,0.28,1994
14334,0,en,1.750481,1994-01-01,0,97.0,Released,6.1,15,0.0,1994
2636,45000000,en,10.388183,1994-10-07,170362582,110.0,Released,5.5,317,3.79,1994
2164,55000000,en,13.328924,1994-10-27,196567262,121.0,Released,6.8,942,3.57,1994
11395,22000000,en,9.665424,1994-11-10,189833357,97.0,Released,6.3,501,8.63,1994
278,25000000,en,51.645403,1994-09-23,28341469,142.0,Released,8.5,8358,1.13,1994
9905,0,en,8.223026,1994-12-22,0,92.0,Released,7.0,247,0.0,1994
87078,0,en,1.298224,1993-09-14,102780,96.0,Released,6.0,7,0.0,1993
12527,0,es,1.777197,1993-01-01,0,108.0,Released,7.1,16,0.0,1993
20306,0,en,5.869261,1994-09-10,0,101.0,Released,6.7,104,0.0,1994
36614,32,en,1.407427,1994-07-12,0,100.0,Released,6.0,21,0.0,1994
27993,0,en,5.05806,1995-09-08,0,91.0,Released,5.7,23,0.0,1995
31439,0,zh,5.260627,1994-06-30,0,125.0,Released,7.7,62,0.0,1994
9067,25000000,en,7.602087,1995-03-31,4064495,98.0,Released,5.5,140,0.16,1995
9059,0,en,9.455342,1995-01-13,0,92.0,Released,6.7,96,0.0,1995
