belongs_to_collection,id_genres
115570,28
115570,12
115570,53
307637,10751
307637,35
105629,99
105629,18
124916,35
124916,10751
1570,28
1570,53
151,878
151,12
151,9648
151,878
151,28
151,12
151,53
151,878
151,28
151,12
151,53
151,28
151,12
151,878
151,53
151,878
151,28
151,12
151,53
151,878
151,12
120794,28
120794,14
9329,80
9329,28
9329,12
9329,18
9329,37
9329,37
9329,12
86083,10749
86083,35
86083,18
86083,10751
86083,10402
86083,10749
112399,28
112399,53
2366,27
2366,53
2366,12
2366,27
2366,53
2366,53
2366,27
2602,80
2602,27
2602,9648
166379,28
166379,53
166379,80
269098,28
269098,12
269098,35
269098,80
269098,18
269098,53
393564,28
393564,35
393564,10749
108693,35
86224,53
86224,28
86224,10749
86224,878
86224,12
207952,35
207952,18
286162,28
286162,12
286162,10751
286162,14
286162,878
286162,53
105995,12
105995,27
105995,53
1006,878
1006,35
1006,80
174407,14
174407,10751
174407,28
259398,878
259398,18
259398,35
328,12
328,28
328,878
331475,18
331475,10751
43064,28
43064,12
43064,53
120794,28
120794,80
120794,14
182923,878
182923,27
182923,18
182923,53
86055,28
86055,12
86055,35
86055,878
43055,12
43055,14
43055,28
126221,12
126221,35
126221,10751
126221,10749
97445,35
97445,10751
97445,18
9328,12
10721,14
10721,27
10721,53
192492,28
192492,12
192492,53
142680,18
142680,9648
142680,53
142680,80
135489,27
3601,27
3601,53
3601,9648
103372,35
10522,12
10522,28
10522,53
10522,878
9818,28
9818,14
9818,878
8091,878
8091,27
8091,28
372479,35
9888,35
9888,10751
2602,27
2602,9648
645,12
645,28
645,53
351886,18
351886,12
71458,28
71458,35
71458,10751
9068,14
9068,27
9068,53
112636,10402
112636,28
112636,35
112636,80
134011,53
134011,80
134011,28
33059,53
350402,10751
221966,12
221966,35
9887,878
9887,28
9887,27
97771,35
378453,35
378453,18
87236,16
87236,10751
87236,12
19387,9648
19387,878
19387,53
3169,35
3169,10751
3169,14
945,28
945,12
945,35
945,80
945,53
155474,28
155474,80
155474,53
1575,18
8581,27
8581,27
8581,53
8581,27
8581,53
8581,27
8581,53
8581,27
8581,53
8581,35
9735,27
9735,27
9735,53
9735,27
9735,53
9735,27
9735,53
9735,27
9735,53
9735,27
9735,9648
9735,53
9735,27
9735,53
9735,27
9735,53
91361,27
91361,53
91361,27
91361,53
91361,27
91361,9648
91361,878
91361,27
91361,53
91361,27
91361,53
123255,27
123255,9648
123255,53
123255,27
123255,53
123255,35
123255,27
123255,27
10455,27
10455,53
10455,18
10455,27
10455,53
10455,27
10455,28
10453,27
10453,27
10453,53
10453,27
10453,53
12263,18
12263,27
12263,53
12263,27
12263,53
12263,14
12263,53
12263,27
12263,9648
945,12
945,28
945,35
945,53
945,80
945,28
945,12
945,35
945,80
945,53
945,12
945,28
945,35
945,53
945,80
89151,14
89151,27
89151,35
89151,35
89151,27
89151,14
1657,28
1657,12
264,12
264,35
264,10751
264,878
264,12
264,35
264,10751
264,878
372257,28
372257,12
294468,35
294468,10751
294468,878
87232,35
87232,10751
87232,37
87250,16
87250,18
87250,10751
230,80
230,18
230,53
297143,35
297143,10751
10709,28
10709,35
10709,18
10709,10751
12087,14
12087,35
12087,10751
12087,12
12087,10749
12087,35
12087,10751
12087,28
12087,12
72119,12
72119,35
72119,10751
72119,878
72119,12
72119,35
72119,10751
72119,878
97459,10751
97459,16
97459,12
97460,10751
97460,16
33085,16
33085,10751
10709,35
10709,10751
256377,35
256377,10751
256377,14
256377,18
100693,12
100693,16
100693,35
100693,10751
55422,16
55422,10402
55422,10751
55422,12
55422,14
57971,12
57971,16
57971,80
57971,10751
57971,14
57971,14
57971,10751
57971,16
57971,12
90348,12
90348,14
90348,878
90348,10751
86027,10751
86027,12
86027,16
86027,10749
294519,35
294519,10751
294468,35
294468,10751
294468,10749
248126,35
248126,14
248126,10749
63043,878
63043,28
63043,12
91361,27
91361,53
84,12
84,28
141290,14
141290,18
141290,16
141290,12
115225,18
115225,14
115225,27
115225,53
140910,18
140910,16
140910,10751
140910,35
140910,14
11716,27
11716,35
11716,14
263193,16
263193,18
263193,10751
141292,14
141292,16
141292,18
141292,10751
8783,18
8783,10751
8783,16
8783,12
8783,12
8783,16
8783,10751
102782,35
102782,27
102782,14
102782,27
102782,35
87805,28
87805,35
87805,28
87805,35
97445,35
97445,10751
143755,80
143755,27
143755,53
143755,80
143755,18
143755,27
143755,53
264338,27
264338,18
264338,9648
91430,18
91430,10751
91430,14
91430,12
91430,18
91430,10751
91430,14
91430,12
47983,35
47983,27
47983,878
735,27
735,28
432,53
432,878
432,9648
90863,28
90863,35
90863,80
90863,53
52760,27
52760,53
479888,27
479888,9648
479888,878
4438,53
4438,878
10455,27
10455,35
348843,28
348843,18
348843,14
348843,27
348843,53
100286,18
100286,36
3601,27
3601,9648
3601,53
374384,27
374384,9648
374384,878
57129,16
57129,10751
374509,53
374509,27
374509,878
374511,28
374511,18
374511,27
374511,878
374511,53
374509,28
374509,12
374509,878
135495,28
135495,12
135495,18
135495,27
135498,12
135498,18
135498,28
135498,27
104833,35
104833,80
104833,9648
104833,35
104833,80
104833,9648
43055,12
43055,14
43055,28
645,12
645,28
645,53
9338,35
9338,80
9338,35
9338,80
9338,35
9338,80
9338,35
9338,80
9338,35
9338,80
9338,35
9338,80
9435,12
9435,35
9435,18
9435,10751
9435,14
115570,878
115570,28
115570,12
115570,53
5039,28
5039,12
5039,53
5039,10752
5039,28
5039,12
5039,53
5039,10752
5039,28
5039,12
5039,53
5039,10752
89264,28
89264,12
89264,35
89264,10749
89264,28
89264,12
89264,35
89264,10749
86307,35
86307,18
86307,878
86307,35
86307,18
86307,878
1575,18
1575,18
1575,18
1575,18
8580,18
8580,12
8580,18
8580,28
8580,10749
8580,10751
8580,10751
8580,12
108693,35
340623,27
340623,14
340623,27
123213,18
123213,27
123213,878
109609,27
109609,878
109609,27
109609,878
109609,53
111751,27
111751,27
111751,27
111751,53
111751,27
111751,35
111751,53
9332,12
9332,35
9332,12
9332,35
387219,18
387618,53
387618,80
387618,9648
10789,18
10789,27
10789,27
115225,27
115225,53
115225,27
33938,28
33938,18
33938,53
33938,28
33938,12
33938,18
33938,53
33938,28
33938,12
33938,18
33938,53
124934,27
124934,878
124934,53
166698,28
166698,12
166698,18
166698,27
166698,878
166698,53
166698,37
1709,878
1709,12
1709,18
1709,28
1709,12
1709,878
1709,9648
1709,28
1709,878
1709,28
1709,878
1709,28
1709,878
33938,28
33938,18
33938,53
372257,28
372257,12
372257,18
110127,35
110127,80
52789,18
52789,10749
52789,53
257053,27
257053,53
257053,878
2344,28
2344,878
1733,12
1733,28
1733,14
205860,28
10,12
10,28
10,878
221544,27
138965,27
221544,27
221544,27
221544,27
221544,18
221544,14
221544,27
221544,9648
221544,53
8537,28
8537,12
8537,14
8537,878
8537,28
8537,12
8537,14
8537,878
8537,35
8537,28
8537,12
8537,14
8537,878
8537,28
8537,12
8537,878
221539,27
221539,27
221539,878
218406,14
218406,27
218406,878
218406,53
218406,18
218406,27
218406,878
218406,27
218406,878
218406,14
218406,27
218406,878
259027,14
259027,27
259027,878
123720,27
123720,878
221539,14
221539,27
259027,27
259027,18
174218,53
174218,27
281644,35
281644,27
281644,10402
281644,878
87228,27
87228,878
1006,12
1006,35
1006,80
1006,878
106768,12
106768,16
106768,18
106768,10751
2806,35
2806,10749
104068,18
104068,10749
256377,14
256377,35
256377,878
256377,10751
64750,27
64750,9648
97768,27
97768,35
97768,28
97768,878
97768,53
2980,35
2980,14
2980,35
2980,14
237445,28
237445,12
237445,35
237445,10751
185682,18
135502,28
135502,12
135502,35
10919,28
10919,18
10919,27
10919,53
10919,18
10919,27
10919,53
91663,35
91663,35
108693,12
108693,35
108693,10749
108693,35
108693,12
108693,10749
180854,35
180854,35
201873,35
201873,10751
10713,28
10713,878
10713,53
10713,28
10713,878
10713,80
123251,28
123251,53
123251,10752
123251,28
123251,12
123251,18
123251,53
123251,28
123251,53
123251,28
123251,12
189295,12
143757,27
143757,9648
143757,53
98168,27
98168,35
98168,27
146136,28
146136,12
146136,80
146136,53
146136,12
146136,28
146136,35
47770,27
47770,878
119674,27
119674,9648
119674,53
119674,27
119674,53
12203,28
12203,35
124492,28
124492,12
124492,10752
645,12
645,28
645,53
645,28
645,53
645,12
645,12
645,28
645,53
59586,10749
59586,12
59586,18
48317,37
9888,35
9888,10751
9888,12
9888,80
380822,28
380822,18
380822,28
380822,53
122947,27
122947,53
381396,27
381396,53
243598,18
243598,35
89188,53
391047,99
5547,28
5547,53
5547,878
5547,28
5547,12
5547,80
5547,878
5547,53
645,12
645,28
645,53
645,12
645,28
645,53
645,12
645,28
645,53
645,12
645,28
645,53
248339,27
248339,9648
248339,53
98036,35
98036,27
98036,878
107725,27
107725,35
107725,14
107725,27
98036,878
98036,35
98036,27
212279,27
398740,35
398740,18
398740,10751
398740,10752
48037,35
48037,35
48037,35
48037,35
34055,16
207952,35
207952,18
207952,10402
48188,53
48188,53
48188,10749
95051,99
95051,10769
645,12
645,28
645,53
10194,16
10194,35
10194,10751
359005,80
359005,18
359005,9648
95664,35
135509,18
321063,28
321063,12
321063,10751
321063,14
99727,16
99727,14
99727,10751
99727,35
55427,16
55427,10751
55427,10402
43563,35
421904,28
421904,12
421904,16
421904,10751
103573,10402
103573,35
103573,10402
103573,35
8979,10402
8979,35
8979,10402
8979,35
192492,18
192492,28
192492,53
192492,80
9649,28
9649,80
9649,53
110179,35
110179,18
110179,10749
2602,27
2602,9648
338282,53
87186,28
87186,53
87186,80
327598,18
2794,53
2794,878
2794,28
103577,35
103577,80
93568,18
93568,28
93568,36
93568,10752
124950,35
124950,18
256377,12
256377,35
256377,10751
256377,10749
256377,35
256377,10751
8864,27
14377,28
14377,80
14377,18
14377,53
14377,28
14377,80
14377,53
14377,28
14377,80
14377,18
14377,53
14377,53
14377,28
14377,12
14377,80
14377,28
14377,80
14377,18
14377,53
1582,878
1582,28
1582,12
1582,35
1582,10751
1582,878
1582,12
1582,28
1582,35
1582,10751
1582,28
1582,12
1582,35
1582,10751
1582,14
1582,878
36694,28
119050,35
119050,10751
119050,10749
387219,18
8647,80
8647,18
8647,53
221966,35
366826,28
366826,12
366826,10752
366826,53
338327,35
338327,10402
338327,10749
170754,35
170754,18
170754,10749
466318,35
399,878
399,28
399,12
399,53
86105,53
86105,18
86105,80
159616,35
104847,35
9436,28
9436,878
9436,53
351684,878
351684,35
351684,10751
351684,10749
498,18
498,35
256484,27
256484,878
256484,27
256484,878
256484,28
256484,27
256484,878
175858,28
175858,27
175858,878
175858,53
127280,27
127280,53
342009,18
342009,12
342009,14
246839,18
246839,10402
179244,12
179244,35
271668,16
271668,10751
96679,35
96679,12
87359,12
87359,28
87359,53
59567,12
59567,28
59567,35
59567,37
645,12
645,28
645,53
645,12
645,28
645,53
645,28
645,12
645,53
645,878
645,12
645,28
645,53
44979,80
44979,35
252313,99
366826,28
366826,12
366826,18
366826,10752
123726,27
123726,878
123726,27
123726,878
107949,27
107949,27
107949,27
107949,27
107949,27
107949,27
107949,27
424830,12
424830,10751
424830,10749
424830,28
424830,12
424830,10751
424830,10751
157671,99
157671,10402
157671,99
157671,10402
48317,37
10456,28
10456,80
10456,53
109592,35
109592,35
109592,35
263866,27
263866,35
263866,878
32135,878
32135,28
32135,35
32135,27
32135,35
32135,27
32135,28
32135,35
32135,27
32135,28
32135,878
399,878
399,28
399,53
174245,80
174245,878
174245,53
8945,12
8945,28
8945,53
8945,878
8945,12
8945,28
8945,53
8945,878
8945,28
8945,12
8945,878
121195,18
121195,10749
207447,14
207447,18
207447,27
207447,28
207447,53
495,12
495,28
495,53
495,80
495,28
495,12
495,80
495,53
171439,80
171439,53
171439,28
171439,12
171439,28
171439,35
171439,53
46512,28
46512,12
46512,53
46512,10752
46512,28
46512,12
46512,10752
46512,28
46512,10752
321063,28
321063,12
321063,18
321063,14
159600,35
159600,18
159600,35
173628,18
173628,27
495,12
495,28
495,53
495,80
495,9648
495,28
495,12
495,80
495,9648
4246,35
748,12
748,28
748,878
34055,12
34055,14
34055,16
34055,878
34055,10751
321063,28
321063,12
321063,10751
321063,14
321063,878
86028,14
86028,35
86028,10749
86028,878
166376,28
166376,878
166376,53
47770,28
47770,27
47770,878
47770,53
47770,27
47770,28
47770,878
47770,27
47770,878
123256,14
123256,27
47391,27
123249,53
123249,27
123249,10752
223564,27
223564,878
223564,53
374512,12
374512,27
374512,28
374512,878
37139,35
37139,80
37139,35
37139,80
25410,80
25410,28
25410,12
430186,35
8050,28
8050,14
8050,878
8412,27
8412,53
52760,27
498,18
498,80
498,10402
8917,27
8917,27
8917,53
8917,27
8917,53
8917,10752
338327,35
338327,10402
338327,35
338327,10402
338327,10749
123213,18
123213,27
123213,878
338327,35
338327,10749
221537,12
221537,27
221537,878
259401,27
259401,878
138971,35
138971,27
138971,27
138971,35
138971,27
138971,35
138974,27
138974,35
138974,27
138974,53
39244,14
39244,16
39244,878
39244,10751
51509,35
51509,10749
240690,28
240690,12
240690,18
240690,18
44913,35
44913,27
44913,14
44913,35
44913,27
12203,28
12203,35
64750,9648
64750,53
64750,27
86029,28
86029,12
86029,35
86029,80
86029,53
645,12
645,28
645,53
57129,12
57129,16
57129,35
57129,10751
124916,35
124916,10751
290973,12
290973,18
290973,28
290973,10749
106498,28
106498,12
106498,14
106498,878
645,28
645,12
645,53
52783,80
52783,18
178117,12
178117,16
178117,35
178117,10751
178117,14
93220,35
93220,80
93220,28
115822,53
115822,27
312735,35
312735,18
312735,10751
312735,10402
107469,18
107469,10751
107469,10749
107469,10402
85861,28
85861,35
85861,80
85861,28
85861,35
85861,80
141282,14
141282,12
141282,16
141282,35
141282,10751
141282,10402
330555,35
330555,10751
1960,27
2366,12
2366,53
109076,27
109076,35
124951,14
124951,35
124951,10749
109082,18
109082,14
109082,878
109082,53
287016,18
287016,10749
9743,80
9743,18
9743,53
9743,27
421084,878
421084,16
421084,35
421084,10751
366444,28
366444,12
366444,18
366444,36
116847,35
116847,27
9743,80
9743,27
9743,53
48190,35
48190,35
257571,27
257571,878
86486,28
86486,35
86486,10751
86486,12
142680,80
142680,9648
142680,53
142680,28
52888,35
52888,14
52888,878
34055,12
34055,14
34055,16
34055,28
34055,10751
8936,35
8936,10749
8936,18
353325,9648
353325,12
353325,35
353325,10749
353325,18
9332,12
9332,35
1733,12
1733,28
1733,14
2150,12
2150,16
2150,35
2150,10751
2150,14
150156,28
150156,12
150156,35
150156,18
150156,37
441439,18
110021,37
110021,37
100965,16
100965,10751
100965,12
100965,878
2467,12
2467,14
2467,28
2467,53
3169,35
3169,10751
3169,10749
3169,14
9485,28
9485,80
9485,53
3963,80
3963,9648
3963,53
87014,35
87014,10751
4246,35
338327,35
421566,80
421566,35
101688,35
101688,28
101688,35
101688,28
101688,35
427956,35
427956,878
33071,35
33071,28
33071,35
127280,27
140760,12
140760,28
140760,16
140760,14
140760,878
140760,53
86024,35
170754,35
170754,10749
179244,35
179244,10751
104847,35
10893,28
10893,35
10893,27
10893,878
10893,53
10893,35
10893,27
10893,878
10893,53
10893,35
10893,27
10893,878
10893,53
10456,28
10456,80
10456,53
182617,14
182617,27
182617,35
182617,878
330555,35
330555,10751
174218,27
19163,16
19163,12
19163,10751
101471,35
101471,27
101471,35
101471,27
89272,12
89272,18
89272,28
89272,37
89272,10751
89272,10751
89272,18
89272,28
89272,37
89272,10749
86347,35
86347,10751
86347,878
86347,18
86347,35
86347,10751
86347,878
182923,27
182923,878
126220,27
126220,35
91945,28
91945,12
91945,28
91945,12
91945,18
91945,28
91945,12
91945,18
153948,28
153948,53
91746,12
91746,35
91746,878
257571,27
257571,35
257571,878
98853,28
98853,878
351230,14
351230,35
351230,878
351230,10749
186102,18
186102,53
186102,10402
186102,18
186102,10402
88735,28
88735,35
88735,80
105322,28
105322,53
9521,35
9521,10749
97771,35
328,12
328,28
328,53
328,878
87228,27
87228,878
87631,35
87631,28
87631,12
224976,28
224976,53
138706,27
138706,53
138706,18
138706,27
138706,9648
138706,53
87536,12
87536,35
87536,14
87536,27
87536,14
87536,27
87536,878
118221,35
104716,35
104716,27
107674,35
107674,10751
107674,10749
90863,28
90863,35
90863,80
90863,53
239968,35
239968,35
168182,28
168182,12
168182,35
2806,35
2806,10749
94899,27
94899,53
71458,28
71458,12
71458,35
71458,10751
71458,12
71458,28
71458,35
71458,10751
71458,12
71458,28
71458,35
71458,10751
122947,28
122947,878
122947,53
383632,28
383632,18
383632,37
352789,35
166378,9648
166378,53
166378,18
41649,18
41649,10749
41649,35
33071,28
33071,12
33071,35
10456,28
10456,80
10456,53
178106,14
178106,18
178106,9648
137696,16
137696,35
137696,10751
276838,27
276838,53
1241,12
1241,14
1241,10751
449750,18
449750,35
449750,10402
449750,10749
106000,28
106000,14
89188,53
284024,28
284024,53
284024,80
284024,18
211753,12
211753,14
211753,878
10456,28
10456,80
10456,53
211753,12
211753,14
211753,878
10456,28
10456,80
10456,53
98513,28
98513,18
98513,53
98513,10752
304,53
304,80
91746,12
91746,35
91746,10751
91746,14
91746,878
119,12
119,14
119,28
476056,16
476056,35
476056,18
476056,16
476056,35
395591,18
395591,12
395591,35
93295,53
93295,28
93295,35
93295,80
93295,18
43055,12
43055,14
43055,28
93295,53
93295,28
93295,35
93295,80
93295,18
87214,35
87214,10751
55422,12
55422,14
55422,16
55422,10751
449462,35
449462,80
449462,9648
449750,35
449750,18
449750,10402
449750,10749
262011,53
262011,9648
217704,18
217704,14
217704,27
124879,28
124879,80
124879,18
215326,35
215326,10751
215326,35
215326,10751
215326,35
215326,10751
460292,12
460292,37
460292,28
460292,12
460292,37
122952,28
122952,12
122952,16
122952,14
122952,27
122952,9648
122952,878
19160,14
19160,16
19160,878
19160,10751
133923,27
108669,28
108669,35
108669,80
108669,9648
221308,14
221308,35
221308,14
221308,35
8354,16
8354,35
8354,10751
8354,12
17255,27
17255,28
17255,878
456980,35
456980,37
135441,35
135441,35
135441,35
135441,35
104068,35
104068,18
104068,10749
87220,28
87220,35
87220,28
87220,12
87220,35
87220,28
87220,35
87220,80
112537,35
735,14
735,27
735,28
735,53
43220,35
43220,10749
261526,18
261526,35
389767,35
389767,18
389767,10749
256729,18
256729,36
47983,35
47983,27
47983,878
406817,18
406817,27
406817,35
107688,10751
107688,35
107688,18
107688,35
107688,10751
116669,28
116669,14
116669,12
9735,27
9735,878
5202,18
5202,10749
556,14
556,28
178654,28
178654,12
178654,18
178654,10751
178654,28
178654,12
178654,18
178654,10751
10,12
10,28
10,878
168182,28
168182,12
168182,35
168182,10749
192492,53
192492,28
192492,18
31562,28
31562,18
31562,9648
31562,53
86860,9648
86860,12
86860,35
33071,35
97461,16
97461,10751
9521,10749
9521,35
9521,10751
363014,35
363014,18
363014,10751
363014,14
86055,28
86055,12
86055,35
86055,878
91361,27
91361,53
99727,10751
99727,12
99727,16
99727,35
1006,35
1006,80
1006,878
167456,28
167456,12
167456,35
113635,28
113635,35
113635,53
167456,12
167456,35
167456,14
167456,878
86486,28
86486,12
86486,10751
52785,28
52785,12
52785,53
356437,18
356437,35
115839,12
117777,28
117777,12
117777,18
117777,53
363966,12
363966,14
363966,16
363966,35
363966,878
363966,10751
363966,12
363966,16
363966,10751
52988,28
52988,35
52988,10752
135501,27
123720,27
123720,878
162028,28
162028,35
162028,10749
176097,35
176097,18
9518,28
9518,80
9518,53
330555,35
330555,10751
330555,27
330555,35
330555,10751
267922,27
267922,27
9743,80
9743,53
9743,27
277739,18
277739,53
277739,10749
277739,80
374509,14
374509,878
374509,28
374509,12
374509,14
374509,878
374509,10751
374509,878
374509,27
173344,99
173344,18
173344,10402
135509,18
135509,10749
330555,35
330555,10751
330555,35
330555,10751
123724,27
386818,28
386818,37
386818,37
34055,12
34055,14
34055,16
34055,878
34055,10751
14563,27
14563,9648
173344,99
173344,18
173344,10402
173344,53
9735,14
9735,27
9735,53
288280,18
288280,10402
288280,18
288280,28
288280,10402
288280,10749
457305,18
457305,36
373538,80
373538,28
373538,18
97237,27
97237,99
97237,99
97237,27
97237,27
97237,99
97237,27
97237,99
97237,27
97237,99
169329,35
295862,10749
295862,18
264437,53
264437,27
264437,9648
212279,27
17178,99
17178,35
645,12
645,28
645,35
53159,14
53159,35
53159,10751
43063,80
43063,28
43063,53
1241,12
1241,14
1241,10751
109082,14
109082,18
109082,53
148517,12
148517,18
148517,12
148517,35
148517,18
148517,10749
59586,12
88574,27
88574,878
88574,53
281644,35
281644,10402
645,12
645,28
645,53
43563,35
218293,28
218293,80
218293,53
12075,35
12075,18
296429,27
296429,53
374386,28
374386,18
374386,36
374386,10752
110127,35
110127,80
140126,80
140126,35
63170,35
41649,35
164397,28
164397,18
164397,27
164397,80
164397,53
423877,878
115570,878
115570,28
115570,12
115570,53
119,12
119,14
119,28
85960,35
85960,18
85960,10751
85960,10749
85960,35
85960,18
85960,10751
135441,35
141086,28
141086,12
141086,16
141086,14
141086,878
104842,35
104842,99
8864,27
8864,9648
227147,18
10517,35
63170,35
295862,80
295862,18
315750,28
315750,35
315750,53
937,35
937,80
137766,35
59567,28
59567,12
59567,35
59567,37
97459,10751
97459,16
97459,12
195441,10751
195441,35
405393,18
405393,10751
405393,12
405393,10751
375886,27
354210,10751
354210,12
354210,18
93369,27
93369,53
93369,27
261057,18
100992,28
100992,12
100992,18
100992,10751
366444,18
8385,10749
8385,35
8385,18
105625,27
748,12
748,28
748,878
748,53
228887,35
228887,10751
92222,18
92222,10402
92222,10402
431417,18
2344,12
2344,28
2344,53
2344,878
239766,18
239766,35
239766,10749
34055,28
34055,12
34055,16
34055,14
124949,14
124949,35
137697,16
137697,10751
52985,27
52985,53
9485,28
9485,80
9485,53
431417,28
431417,37
383632,28
383632,12
383632,18
383632,37
96665,35
57129,16
57129,10751
123724,27
1565,27
1565,53
1565,878
86029,28
86029,12
86029,35
86024,35
528,28
528,53
528,878
295,12
295,14
295,28
14890,12
14890,28
14890,35
14890,53
14890,80
86117,12
86117,28
86117,35
194752,53
2467,28
2467,12
2467,14
2467,53
86486,28
86486,12
86486,35
86486,10751
86486,878
289531,18
289531,80
289531,28
105322,28
105322,12
289531,18
289531,28
289531,80
2806,35
2806,10749
221111,28
221111,53
221111,80
421566,35
421566,18
9735,27
91427,28
91799,28
91799,27
937,35
937,80
937,35
937,9648
7505,18
7505,18
7505,10749
94899,27
94899,53
330892,10749
330892,18
201576,27
9649,28
10457,28
10457,18
10457,28
10457,35
10457,28
261590,27
261590,878
2326,14
2326,28
2326,53
409138,10752
409138,18
409138,10749
201778,35
187736,35
168880,35
168880,10751
168880,10751
168880,35
11794,18
11794,27
124950,35
124950,18
124950,10752
117927,27
117927,28
117927,53
2883,28
2883,80
425175,27
4246,35
96472,12
96472,16
96472,10751
264335,27
123720,27
123720,878
158391,18
457305,18
457305,36
478628,18
478628,9648
478628,53
478628,18
478628,9648
478628,53
478628,18
